2025-03-24 16:52:42 | CPU: 5.5% | Memory: 82.7%
2025-03-24 16:52:47 | CPU: 4.3% | Memory: 82.4%
2025-03-24 16:52:52 | CPU: 7.7% | Memory: 82.8%
2025-03-24 16:52:57 | CPU: 4.1% | Memory: 82.8%
2025-03-24 16:53:02 | CPU: 18.0% | Memory: 82.7%
2025-03-24 16:53:07 | CPU: 5.5% | Memory: 82.5%
2025-03-24 16:53:12 | CPU: 15.9% | Memory: 82.4%
2025-03-24 16:53:17 | CPU: 15.0% | Memory: 82.5%
2025-03-24 16:53:22 | CPU: 16.0% | Memory: 82.5%
2025-03-24 16:53:27 | CPU: 30.6% | Memory: 82.5%
2025-03-24 16:53:32 | CPU: 29.8% | Memory: 82.6%
2025-03-24 16:53:37 | CPU: 28.3% | Memory: 82.6%
2025-03-24 16:53:42 | CPU: 29.9% | Memory: 82.6%
2025-03-24 16:53:47 | CPU: 17.6% | Memory: 82.4%
2025-03-24 16:53:52 | CPU: 18.1% | Memory: 82.4%
2025-03-24 16:53:57 | CPU: 18.4% | Memory: 82.4%
2025-03-24 16:54:02 | CPU: 33.0% | Memory: 82.3%
2025-03-24 16:54:07 | CPU: 17.0% | Memory: 82.1%
2025-03-24 16:54:12 | CPU: 17.0% | Memory: 82.0%
2025-03-24 16:54:17 | CPU: 17.0% | Memory: 81.9%
2025-03-24 16:54:22 | CPU: 17.7% | Memory: 81.9%
2025-03-24 16:54:27 | CPU: 17.4% | Memory: 81.9%
2025-03-24 16:54:32 | CPU: 17.0% | Memory: 81.9%
2025-03-24 16:54:37 | CPU: 16.7% | Memory: 81.7%
2025-03-24 16:54:42 | CPU: 16.9% | Memory: 81.8%
2025-03-24 16:54:47 | CPU: 25.9% | Memory: 81.7%
2025-03-24 16:54:52 | CPU: 20.8% | Memory: 80.2%
2025-03-24 16:54:57 | CPU: 54.7% | Memory: 83.8%
2025-03-24 16:55:02 | CPU: 34.6% | Memory: 82.8%
2025-03-24 16:55:07 | CPU: 13.9% | Memory: 82.8%
2025-03-24 16:55:12 | CPU: 46.9% | Memory: 83.6%
2025-03-24 16:55:17 | CPU: 23.4% | Memory: 83.3%
2025-03-24 16:55:51 | CPU: 6.1% | Memory: 83.7%
2025-03-24 16:55:56 | CPU: 3.8% | Memory: 83.4%
2025-03-24 16:56:01 | CPU: 6.6% | Memory: 83.1%
2025-03-24 16:56:06 | CPU: 3.2% | Memory: 83.3%
2025-03-24 16:56:11 | CPU: 5.8% | Memory: 83.0%
2025-03-24 16:56:16 | CPU: 3.5% | Memory: 83.5%
2025-03-24 16:56:21 | CPU: 7.7% | Memory: 83.7%
2025-03-24 16:56:26 | CPU: 3.5% | Memory: 83.6%
2025-03-24 16:56:31 | CPU: 3.0% | Memory: 83.6%
2025-03-24 17:04:22 | CPU: 92.7% | Memory: 83.9%
